Composers,Composer last name,Famous violinists and pianists,Musical instrument,'Artist, conductor, orchestra, piece name mentioned',Genre,Piece type,completeness
Charles Lloyd Barnhouse ,Lloyd Barnhouse ,,,,,,
Ethel Barns ,Barns ,,,,,,
Ernst Gottlieb Baron ,Gottlieb Baron ,,,,,,
Leonora Baroni ,Baroni ,,,,,,
Jean Barraqué ,Barraqué ,,,,,,
Carmen Barradas ,Barradas ,,,,,,
Elsa Barraine ,Barraine ,,,,,,
Henry Barraud ,Barraud ,,,,,,
Tomás Barrera Saavedra  ,Barrera Saavedra  ,,,,,,
Richard Barrett ,Barrett ,,,,,,
Gisèle Barreau ,Barreau ,,,,,,
Françoise Barrière ,Barrière ,,,,,,
Jean Barrière ,Barrière ,,,,,,
Agustín Barrios ,Barrios ,,,,,,
Ángel Barrios ,Barrios ,,,,,,
Bebe Barron ,Barron ,,,,,,
José Barros ,Barros ,,,,,,
Gerald Barry ,Barry ,,,,,,
John Barry ,Barry ,,,,,,
Francesco Barsanti ,Barsanti ,,,,,,
Richard Barth ,Barth ,,,,,,
Cecilia Maria Barthélemon ,Maria Barthélemon ,,,,,,
François Hippolyte Barthélemon ,Hippolyte Barthélemon ,,,,,,
Maria Barthélemon ,Barthélemon ,,,,,,
Riccardo Barthelemy ,Barthelemy ,,,,,,
Johan Bartholdy ,Bartholdy ,,,,,,
Dave Bartholomew ,Bartholomew ,,,,,,
Béla Bartók ,Bartók ,,,,,,
Bartolino da Padova ,da Padova ,,,,,,
Angelo Michele Bartolotti ,Michele Bartolotti ,,,,,,
Carin Bartosch Edström ,Bartosch Edström ,,,,,,
Leonid Bashmakov  ,Bashmakov  ,,,,,,
Count Basie ,Basie ,,,,,,
Adriana Basile ,Basile ,,,,,,
Adrien Basin ,Basin ,,,,,,
Philippe Basiron ,Basiron ,,,,,,
Veniamin Basner ,Basner ,,,,,,
Roderich Bass  ,Bass  ,,,,,,
Francesco Maria Bassani ,Maria Bassani ,,,,,,
Giovanni Battista Bassani ,Battista Bassani ,,,,,,
Orazio Bassani ,Bassani ,,,,,,
Giovanni Bassano ,Bassano ,,,,,,
Leslie Bassett ,Bassett ,,,,,,
Luigi Bassi ,Bassi ,,,,,,
John Baston ,Baston ,,,,,,
Josquin Baston ,Baston ,,,,,,
Stanley Bate ,Bate ,,,,,,
Liam Bates  ,Bates  ,,,,,,
Thomas Bateson ,Bateson ,,,,,,
Hubert Bath ,Bath ,,,,,,
Dennis Báthory-Kitsz ,Báthory-Kitsz ,,,,,,
Rhené-Baton ,,,,,,,
Adrian Batten ,Batten ,,,,,,
Jonathan Battishill ,Battishill ,,,,,,
Giorgio Battistelli ,Battistelli ,,,,,,
Carola Bauckholt ,Bauckholt ,,,,,,
Marion Bauer ,Bauer ,,,,,,
Alison Bauld ,Bauld ,,,,,,
Noel Bauldeweyn ,Bauldeweyn ,,,,,,
Kārlis Baumanis ,Baumanis ,,,,,,
Friedrich Baumfelder ,Baumfelder ,,,,,,
Jürg Baur ,Baur ,,,,,,
Juan Bautista Plaza ,Bautista Plaza ,,,,,,
Sophie Bawr ,Bawr ,,,,,,
Arnold Bax ,Bax ,,,,,,
Christabel Baxendale ,Baxendale ,,,,,,
François Bayle ,Bayle ,,,,,,
Marie Emmanuelle Bayon Louis ,Emmanuelle Bayon Louis ,,,,,,
François Bazin ,Bazin ,,,,,,
Nisar Bazmi ,Bazmi ,,,,,,
Cyprian Bazylik ,Bazylik ,,,,,,
Antonio Bazzini ,Bazzini ,,,,,,
Amy Beach ,Beach ,,,,,,
Robert Beadell ,Beadell ,,,,,,
Sally Beamish ,Beamish ,,,,,,
Robert Beaser ,Beaser ,,,,,,
Janet Beat ,Beat ,,,,,,
Betty Beath ,Beath ,,,,,,
Beatritz de Dia ,de Dia ,,,,,,
Pierre Beauchamp ,Beauchamp ,,,,,,
Balthasar de Beaujoyeux ,de Beaujoyeux ,,,,,,
Jean-Jacques Beauvarlet-Charpentier ,Beauvarlet-Charpentier ,,,,,,
Jack Beaver ,Beaver ,,,,,,
Gilbert Bécaud ,Bécaud ,,,,,,
'Marguerite Béclard d''Harcourt ','Béclard d''Harcourt ',,,,,,
Giuseppe Becce ,Becce ,,,,,,
Gustavo Becerra-Schmidt ,Becerra-Schmidt ,,,,,,
Sidney Bechet ,Bechet ,,,,,,
Conrad Beck ,Beck ,,,,,,
Franz Ignaz Beck ,Ignaz Beck ,,,,,,
Jeremy Beck ,Beck ,,,,,,
Albert Becker ,Becker ,,,,,,
Dietrich Becker ,Becker ,,,,,,
Hugo Becker ,Becker ,,,,,,
Jean Becker ,Becker ,,,,,,
John J. Becker ,J. Becker ,,,,,,
Walter Beckett ,Beckett ,,,,,,
Max Beckschäfer ,Beckschäfer ,,,,,,
John Beckwith ,Beckwith ,,,,,,
David Bedford ,Bedford ,,,,,,
Norma Beecroft ,Beecroft ,,,,,,
Lars Magnus Béen  ,Magnus Béen  ,,,,,,
Joseph Beer ,Beer ,,,,,,
Joseph Beer ,Beer ,,,,,,
Max Josef Beer ,Josef Beer ,,,,,,
Jack Beeson ,Beeson ,,,,,,
Ludwig van Beethoven ,Beethoven ,,,,,,
Sonja Beets ,Beets ,,,,,,
Eve Beglarian ,Beglarian ,,,,,,
Anđelka Bego-Šimunić ,Bego-Šimunić ,,,,,,
Franz Behr ,Behr ,,,,,,
Jeanne Behrend ,Behrend ,,,,,,
David Behrman ,Behrman ,,,,,,
Bix Beiderbecke ,Beiderbecke ,,,,,,
Jeanne Beijerman-Walraven ,Beijerman-Walraven ,,,,,,
Carl Beines ,Beines ,,,,,,
Jean-Pascal Beintus ,Beintus ,,,,,,
Sadao Bekku ,Bekku ,,,,,,
Luca Belcastro ,Belcastro ,,,,,,
Supply Belcher ,Belcher ,,,,,,
Laurent Belissen ,Belissen ,,,,,,
William Henry Bell ,Henry Bell ,,,,,,
Ján Levoslav Bella ,Levoslav Bella ,,,,,,
Vincenzo Bellavere ,Bellavere ,,,,,,
Giulio Belli ,Belli ,,,,,,
Paulo Bellinati ,Bellinati ,,,,,,
Vincenzo Bellini ,Bellini ,,,,,,
Paolo Benedetto Bellinzani ,Benedetto Bellinzani ,,,,,,
Carl Michael Bellman ,Michael Bellman ,,,,,,
Teresa Belloc-Giorgi ,Belloc-Giorgi ,,,,,,
Herman Bellstedt ,Bellstedt ,,,,,,
Herman Bemberg ,Bemberg ,,,,,,
Antonia Bembo ,Bembo ,,,,,,
Ofer Ben-Amots ,Ben-Amots ,,,,,,
Barbara Benary ,Benary ,,,,,,
Chiara Benati ,Benati ,,,,,,
Ralph Benatzky ,Benatzky ,,,,,,
Karl Hermann Heinrich Benda ,Hermann Heinrich Benda ,,,,,,
Felix Benda ,Benda ,,,,,,
Franz Benda  ,Benda  ,,,,,,
Friedrich Benda ,Benda ,,,,,,
Jiří Antonín Benda  ,Antonín Benda  ,,,,,,
Johann Georg Benda  ,Georg Benda  ,,,,,,
Joseph Benda  ,Benda  ,,,,,,
Sebastian Benda  ,Benda  ,,,,,,
Franz Bendel ,Bendel ,,,,,,
Victor Bendix ,Bendix ,,,,,,
Karel Bendl ,Bendl ,,,,,,
Josefina Benedetti ,Benedetti ,,,,,,
Julius Benedict ,Benedict ,,,,,,
Juraj Beneš ,Beneš ,,,,,,
Orazio Benevoli ,Benevoli ,,,,,,
Soledad Bengoecha de Cármena ,Bengoecha de Cármena ,,,,,,
Paul Ben-Haim ,Ben-Haim ,,,,,,
Arthur Benjamin ,Benjamin ,,,,,,
George Benjamin ,Benjamin ,,,,,,
Tim Benjamin ,Benjamin ,,,,,,
Heinz Benker  ,Benker  ,,,,,,
John Bennet ,Bennet ,,,,,,
John Bennett ,Bennett ,,,,,,
Richard Rodney Bennett ,Rodney Bennett ,,,,,,
Robert Russell Bennett ,Russell Bennett ,,,,,,
William Sterndale Bennett ,Sterndale Bennett ,,,,,,
Peter Benoit ,Benoit ,,,,,,
Jørgen Bentzon ,Bentzon ,,,,,,
Niels Viggo Bentzon ,Viggo Bentzon ,,,,,,
Pierre-Jean de Béranger ,de Béranger ,,,,,,
Angelo Berardi ,Berardi ,,,,,,
Frédéric Bérat ,Bérat ,,,,,,
Cathy Berberian ,Berberian ,,,,,,
Jacquet de Berchem ,de Berchem ,,,,,,
José Manuel Berenguer  ,Manuel Berenguer  ,,,,,,
Maxim Berezovsky ,Berezovsky ,,,,,,
Alban Berg ,Berg ,,,,,,
Gunnar Berg ,Berg ,,,,,,
Natanael Berg ,Berg ,,,,,,
Petar Bergamo ,Bergamo ,,,,,,
Irénée Berge ,Berge ,,,,,,
Arthur Berger ,Berger ,,,,,,
Jean Berger ,Berger ,,,,,,
Jonathan Berger ,Berger ,,,,,,
Ludwig Berger ,Berger ,,,,,,
Theodor Berger ,Berger ,,,,,,
Andreas Peter Berggreen ,Peter Berggreen ,,,,,,
Gertrude van den Bergh ,van den Bergh ,,,,,,
Sverre Bergh  ,Bergh  ,,,,,,
Anders Berglund ,Berglund ,,,,,,
Erik Bergman ,Bergman ,,,,,,
William Bergsma ,Bergsma ,,,,,,
Carl Axel Bergström  ,Axel Bergström  ,,,,,,
Carl Bergstrøm-Nielsen ,Bergstrøm-Nielsen ,,,,,,
Luciano Berio ,Berio ,,,,,,
Charles Auguste de Bériot ,Auguste de Bériot ,,,,,,
Charles-Wilfrid de Bériot ,de Bériot ,,,,,,
Lennox Berkeley ,Berkeley ,,,,,,
Michael Berkeley ,Berkeley ,,,,,,
Christine Berl ,Berl ,,,,,,
Irving Berlin ,Berlin ,,,,,,
Johan Daniel Berlin ,Daniel Berlin ,,,,,,
Herman Berlinski ,Berlinski ,,,,,,
Hector Berlioz ,Berlioz ,,,,,,
Bart Berman ,Berman ,,,,,,
Derek Bermel ,Bermel ,,,,,,
Juan Bermudo ,Bermudo ,,,,,,
Ercole Bernabei ,Bernabei ,,,,,,
Giuseppe Antonio Bernabei  ,Antonio Bernabei  ,,,,,,
Miguel Bernal Jiménez ,Bernal Jiménez ,,,,,,
Carmelo Alonso Bernaola ,Alonso Bernaola ,,,,,,
Felix Bernard ,Bernard ,,,,,,
Stefano Bernardi ,Bernardi ,,,,,,
Bernart de Ventadorn ,de Ventadorn ,,,,,,
Lord Berners  ,Berners  ,,,,,,
Christoph Bernhard ,Bernhard ,,,,,,
Nicolas Bernier ,Bernier ,,,,,,
Elmer Bernstein ,Bernstein ,,,,,,
Catalina Berroa ,Berroa ,,,,,,
Leonard Bernstein ,Bernstein ,,,,,,
Antonio Bertali ,Bertali ,,,,,,
Heinrich Berté ,Berté ,,,,,,
Giovanni Pietro Berti ,Pietro Berti ,,,,,,
Louise Bertin ,Bertin ,,,,,,
Toussaint Bertin de la Doué ,Bertin de la Doué ,,,,,,
Henri Bertini ,Bertini ,,,,,,
Joseph Bertolozzi ,Bertolozzi ,,,,,,
Henri Montan Berton ,Montan Berton ,,,,,,
Pierre Montan Berton ,Montan Berton ,,,,,,
Georg von Bertouch ,von Bertouch ,,,,,,
Anthoine de Bertrand ,de Bertrand ,,,,,,
Arturo Berutti ,Berutti ,,,,,,
Franz Berwald ,Berwald ,,,,,,
Johan Fredrik Berwald ,Fredrik Berwald ,,,,,,
Jean-Baptiste Besard ,Besard ,,,,,,
Alessandro Besozzi ,Besozzi ,,,,,,
Antonio Besozzi ,Besozzi ,,,,,,
Carlo Besozzi ,Besozzi ,,,,,,
Cristoforo Besozzi ,Besozzi ,,,,,,
Francesco Besozzi ,Besozzi ,,,,,,
Gaetano Besozzi ,Besozzi ,,,,,,
Girolamo Besozzi ,Besozzi ,,,,,,
Giuseppe Besozzi ,Besozzi ,,,,,,
Henri Besozzi ,Besozzi ,,,,,,
Louis Désiré Besozzi ,Désiré Besozzi ,,,,,,
Paolo Girolamo Besozzi ,Girolamo Besozzi ,,,,,,
William Thomas Best ,Thomas Best ,,,,,,
Bruno Bettinelli ,Bettinelli ,,,,,,
Frank Michael Beyer ,Michael Beyer ,,,,,,
Johanna Beyer ,Beyer ,,,,,,
Sandeep Bhagwati ,Bhagwati ,,,,,,
Vishal Bhardwaj ,Bhardwaj ,,,,,,
Oscar Bianchi ,Bianchi ,,,,,,
Francesco Bianchi ,Bianchi ,,,,,,
Frederick Bianchi ,Bianchi ,,,,,,
Lycia de Biase Bidart ,de Biase Bidart ,,,,,,
Gillian Bibby ,Bibby ,,,,,,
Carl Heinrich Biber ,Heinrich Biber ,,,,,,
Heinrich Ignaz Franz von Biber ,Ignaz Franz von Biber ,,,,,,
Franz Xaver Biebl ,Xaver Biebl ,,,,,,
Michael von Biel ,von Biel ,,,,,,
Auguste van Biene ,van Biene ,,,,,,
Diogenio Bigaglia  ,Bigaglia  ,,,,,,
Marie Bigot ,Bigot ,,,,,,
Beatriz Bilbao ,Bilbao ,,,,,,
Georg Christoph Biller ,Christoph Biller ,,,,,,
William Billings ,Billings ,,,,,,
Elizabeth Weichsell Billington ,Weichsell Billington ,,,,,,
Alberto Bimboni ,Bimboni ,,,,,,
Gilles Binchois  ,Binchois  ,,,,,,
Abraham Wolfe Binder ,Wolfe Binder ,,,,,,
Ronald Binge ,Binge ,,,,,,
Jocelyne Binet ,Binet ,,,,,,
Judith Bingham ,Bingham ,,,,,,
Seth Bingham ,Bingham ,,,,,,
Stanislav Binički ,Binički ,,,,,,
Antonio Bioni ,Bioni ,,,,,,
Wenzel Raimund Birck  ,Raimund Birck  ,,,,,,
Arthur H. Bird ,H. Bird ,,,,,,
Johann Adam Birkenstock ,Adam Birkenstock ,,,,,,
Renate Birnstein ,Birnstein ,,,,,,
Harrison Birtwistle ,Birtwistle ,,,,,,
Chester Biscardi ,Biscardi ,,,,,,
Hermann Bischoff ,Bischoff ,,,,,,
Henry Rowley Bishop ,Rowley Bishop ,,,,,,
Próspero Bisquertt Prado  ,Bisquertt Prado  ,,,,,,
Roberta Bitgood ,Bitgood ,,,,,,
Marcel Bitsch ,Bitsch ,,,,,,
Iva Bittová ,Bittová ,,,,,,
Georges Bizet ,Bizet ,,,,,,
Boris Blacher ,Blacher ,,,,,,
Richard Blackford ,Blackford ,,,,,,
'Easley Blackwood, Jr. ','Blackwood, Jr. ',,,,,,
Helen Blackwood ,Blackwood ,,,,,,
Leopoldine Blahetka ,Blahetka ,,,,,,
Eubie Blake ,Blake ,,,,,,
'William Burdine Blake, Sr. ','Burdine Blake, Sr. ',,,,,,
Adolphe Blanc ,Blanc ,,,,,,
Blanche of Castile ,of Castile ,,,,,,
Emile-Robert Blanchet ,Blanchet ,,,,,,
Olga De Blanck Martín ,De Blanck Martín ,,,,,,
Maria Theresa Bland ,Theresa Bland ,,,,,,
Frédéric Blasius  ,Blasius  ,,,,,,
Michel Blavet ,Blavet ,,,,,,
Theo Bleckmann ,Bleckmann ,,,,,,
Herbert Blendinger ,Blendinger ,,,,,,
Carla Bley ,Bley ,,,,,,
Arthur Bliss ,Bliss ,,,,,,
Marc Blitzstein ,Blitzstein ,,,,,,
André Bloch ,Bloch ,,,,,,
Augustyn Bloch ,Bloch ,,,,,,
Ernest Bloch ,Bloch ,,,,,,
Vilém Blodek ,Blodek ,,,,,,
Karl-Birger Blomdahl ,Blomdahl ,,,,,,
Patricia Blomfield Holt ,Blomfield Holt ,,,,,,
John Blow ,Blow ,,,,,,
Felix Blumenfeld ,Blumenfeld ,,,,,,
Sonia Bo ,Bo ,,,,,,
Howard Boatwright ,Boatwright ,,,,,,
Luigi Boccherini ,Boccherini ,,,,,,
Nicolas Bochsa ,Bochsa ,,,,,,
Berta Bock ,Bock ,,,,,,
Mlle Bocquet ,Bocquet ,,,,,,
Philipp Friedrich Böddecker ,Friedrich Böddecker ,,,,,,
Erhard Bodenschatz ,Bodenschatz ,,,,,,
Josina Anna Petronella van Boetzelaer ,Anna Petronella van Boetzelaer ,,,,,,
Joseph Bodin de Boismortier ,Bodin de Boismortier ,,,,,,
Sebastian Bodinus ,Bodinus ,,,,,,
Seóirse Bodley ,Bodley ,,,,,,
Sylvie Bodorová ,Bodorová ,,,,,,
Jack Body ,Body ,,,,,,
August de Boeck ,de Boeck ,,,,,,
Ernst Boehe  ,Boehe  ,,,,,,
Konrad Boehmer ,Boehmer ,,,,,,
Jorge Boehringer ,Boehringer ,,,,,,
Léon Boëllmann ,Boëllmann ,,,,,,
Alexandre Pierre François Boëly ,Pierre François Boëly ,,,,,,
Antoine Boësset ,Boësset ,,,,,,
Jean-Baptiste Boësset ,Boësset ,,,,,,
Ana Bofill Levi ,Bofill Levi ,,,,,,
Dušan Bogdanović ,Bogdanović ,,,,,,
Nikita Bogoslovsky ,Bogoslovsky ,,,,,,
Georg Böhm ,Böhm ,,,,,,
Theobald Böhm ,Böhm ,,,,,,
Oskar Böhme ,Böhme ,,,,,,
Emil Bohnke ,Bohnke ,,,,,,
Francois-Adrien Boieldieu ,Boieldieu ,,,,,,
Rob du Bois ,du Bois ,,,,,,
Arrigo Boito ,Boito ,,,,,,
Michèle Bokanowski ,Bokanowski ,,,,,,
William Bolcom ,Bolcom ,,,,,,
Anne Boleyn ,Boleyn ,,,,,,
Claude Bolling ,Bolling ,,,,,,
Bartolomeo da Bologna ,da Bologna ,,,,,,
'Joseph Bologne, Chevalier de Saint-Georges','Bologne, Chevalier de Saint-Georges',,,,,,
Andreas Boltz ,Boltz ,,,,,,
Ginés de Boluda ,de Boluda ,,,,,,
João Domingos Bomtempo ,Domingos Bomtempo ,,,,,,
Anna Bon  ,Bon  ,,,,,,
Ferdinando Bonazzi  ,Bonazzi  ,,,,,,
Capel Bond ,Bond ,,,,,,
Carrie Bond ,Bond ,,,,,,
Victoria Bond ,Bond ,,,,,,
Emmanuel Bondeville ,Bondeville ,,,,,,
Margaret Allison Bonds ,Allison Bonds ,,,,,,
Luiz Bonfá ,Bonfá ,,,,,,
Andrée Bonhomme ,Bonhomme ,,,,,,
Severo Bonini ,Bonini ,,,,,,
Mélanie Bonis ,Bonis ,,,,,,
Paul Bonneau ,Bonneau ,,,,,,
Joseph Bonnet ,Bonnet ,,,,,,
Antonio Maria Bononcini ,Maria Bononcini ,,,,,,
Giovanni Bononcini ,Bononcini ,,,,,,
Giovanni Maria Bononcini ,Maria Bononcini ,,,,,,
Francesco Antonio Bonporti ,Antonio Bonporti ,,,,,,
Giovanni Andrea Bontempi ,Andrea Bontempi ,,,,,,
Henriette van den Boorn-Coclet ,van den Boorn-Coclet ,,,,,,
Francis Boott ,Boott ,,,,,,
Modesta Bor ,Bor ,,,,,,
Melchior Borchgrevinck ,Borchgrevinck ,,,,,,
David Borden ,Borden ,,,,,,
Johanna Bordewijk-Roepman ,Bordewijk-Roepman ,,,,,,
Benjamin Boretz ,Boretz ,,,,,,
Oscar Borg ,Borg ,,,,,,
Raúl Borges ,Borges ,,,,,,
Borlet ,,,,,,,
François Borne ,Borne ,,,,,,
Alexander Borodin ,Borodin ,,,,,,
Felix Borowski ,Borowski ,,,,,,
Teresa Borràs i Fornell ,Borràs i Fornell ,,,,,,
Hakon Børresen ,Børresen ,,,,,,
Edith Borroff ,Borroff ,,,,,,
Pietro Paolo Borrono  ,Paolo Borrono  ,,,,,,
Sergei Bortkiewicz ,Bortkiewicz ,,,,,,
Dmitry Bortniansky ,Bortniansky ,,,,,,
Daniel Börtz ,Börtz ,,,,,,
Axel Borup-Jørgensen ,Borup-Jørgensen ,,,,,,
Ruud Bos  ,Bos  ,,,,,,
Maura Bosch ,Bosch ,,,,,,
Cornelis Boscoop ,Boscoop ,,,,,,
Henriëtte Bosmans ,Bosmans ,,,,,,
Jean-Yves Bosseur ,Bosseur ,,,,,,
Costante Adolfo Bossi ,Adolfo Bossi ,,,,,,
Marco Enrico Bossi ,Enrico Bossi ,,,,,,
Franciscus Bossinensis ,Bossinensis ,,,,,,
George Botsford ,Botsford ,,,,,,
Hans Bottermund ,Bottermund ,,,,,,
Giovanni Bottesini ,Bottesini ,,,,,,
Marianna Bottini ,Bottini ,,,,,,
Linda Bouchard ,Bouchard ,,,,,,
Raimondo Boucheron ,Boucheron ,,,,,,
André Boucourechliev ,Boucourechliev ,,,,,,
Rutland Boughton ,Boughton ,,,,,,
Georges Boulanger ,Boulanger ,,,,,,
Lili Boulanger ,Boulanger ,,,,,,
Nadia Boulanger ,Boulanger ,,,,,,
Joséphine Boulay ,Boulay ,,,,,,
Pierre Boulez ,Boulez ,,,,,,
Derek Bourgeois ,Bourgeois ,,,,,,
Louis Bourgeois ,Bourgeois ,,,,,,
Roger Bourland ,Bourland ,,,,,,
Jean-Baptiste Drouard de Bousset ,Drouard de Bousset ,,,,,,
René Drouard de Bousset ,Drouard de Bousset ,,,,,,
Josse Boutmy ,Boutmy ,,,,,,
Roger Boutry ,Boutry ,,,,,,
François Bouvard ,Bouvard ,,,,,,
Guillaume Bouzignac ,Bouzignac ,,,,,,
Fritz Bovet ,Bovet ,,,,,,
Helen Bowater ,Bowater ,,,,,,
York Bowen ,Bowen ,,,,,,
Paul Bowles ,Bowles ,,,,,,
Euday Louis Bowman ,Louis Bowman ,,,,,,
Christian Ludwig Boxberg ,Ludwig Boxberg ,,,,,,
William Boyce ,Boyce ,,,,,,
Anne Boyd ,Boyd ,,,,,,
Brian Boydell ,Boydell ,,,,,,
Peter Boyer ,Boyer ,,,,,,
Martin Boykan ,Boykan ,,,,,,
Ina Boyle ,Boyle ,,,,,,
Simon Boyleau ,Boyleau ,,,,,,
'Anne Louise Boyvin d''Hardancourt Brillon de Jouy ','Louise Boyvin d''Hardancourt Brillon de Jouy ',,,,,,
Jacques Boyvin ,Boyvin ,,,,,,
Eugène Bozza ,Bozza ,,,,,,
Hans Brachrogge ,Brachrogge ,,,,,,
Jean Braconnier  ,Braconnier  ,,,,,,
William Brade ,Brade ,,,,,,
D. S. Bradford ,S. Bradford ,,,,,,
Scott Bradley ,Bradley ,,,,,,
Edvard Fliflet Bræin ,Fliflet Bræin ,,,,,,
Antonio Braga ,Braga ,,,,,,
Antônio Francisco Braga ,Francisco Braga ,,,,,,
Cristina Braga ,Braga ,,,,,,
Gaetano Braga ,Braga ,,,,,,
Joly Braga Santos ,Braga Santos ,,,,,,
José Bragato ,Bragato ,,,,,,
May Brahe ,Brahe ,,,,,,
Johannes Brahms ,Brahms ,,,,,,
Constantin Brăiloiu ,Brăiloiu ,,,,,,
Thüring Bräm ,Bräm ,,,,,,
Caspar Joseph Brambach ,Joseph Brambach ,,,,,,
Glenn Branca ,Branca ,,,,,,
Eddie Brandt ,Brandt ,,,,,,
Willy Brandt ,Brandt ,,,,,,
Jan Brandts Buys ,Brandts Buys ,,,,,,
Gena Branscombe ,Branscombe ,,,,,,
Henry Brant ,Brant ,,,,,,
Johannes Brassart ,Brassart ,,,,,,
Louis Brassin ,Brassin ,,,,,,
Jean Daniel Braun  ,Daniel Braun  ,,,,,,
Peter Michael Braun  ,Michael Braun  ,,,,,,
Yehezkel Braun ,Braun ,,,,,,
Walter Braunfels ,Braunfels ,,,,,,
Charlotte Bray ,Bray ,,,,,,
Johannes Bernardus van Bree ,Bernardus van Bree ,,,,,,
Goran Bregović ,Bregović ,,,,,,
Josefina Brdlíková ,Brdlíková ,,,,,,
Joseph Carl Breil ,Carl Breil ,,,,,,
Peter Breiner ,Breiner ,,,,,,
Jacques Brel ,Brel ,,,,,,
Thérèse Brenet ,Brenet ,,,,,,
Bettina Brentano ,Brentano ,,,,,,
Jan Josef Ignác Brentner ,Josef Ignác Brentner ,,,,,,
Giuseppe Antonio Brescianello ,Antonio Brescianello ,,,,,,
Cesar Bresgen ,Bresgen ,,,,,,
Martin Bresnick ,Bresnick ,,,,,,
Tomás Bretón ,Bretón ,,,,,,
Jean-Baptiste Bréval ,Bréval ,,,,,,
Giovanni Battista Brevi ,Battista Brevi ,,,,,,
Pierre de Bréville ,de Bréville ,,,,,,
Thomas Brewer ,Brewer ,,,,,,
Havergal Brian ,Brian ,,,,,,
Giulio Briccialdi ,Briccialdi ,,,,,,
Walter Bricht ,Bricht ,,,,,,
Frank Bridge ,Bridge ,,,,,,
Wolfgang Carl Briegel ,Carl Briegel ,,,,,,
Lou Briel ,Briel ,,,,,,
David Briggs ,Briggs ,,,,,,
Roger Briggs ,Briggs ,,,,,,
Dora Bright ,Bright ,,,,,,
Anne Louise Brillon de Jouy ,Louise Brillon de Jouy ,,,,,,
Antonio Brioschi ,Brioschi ,,,,,,
Michael Brimer ,Brimer ,,,,,,
George Frederick Bristow ,Frederick Bristow ,,,,,,
Radie Britain ,Britain ,,,,,,
Estêvão de Brito ,de Brito ,,,,,,
Benjamin Britten ,Britten ,,,,,,
Frantisek Brixi ,Brixi ,,,,,,
Šimon Brixi ,Brixi ,,,,,,
Maria Brizzi Giorgi ,Brizzi Giorgi ,,,,,,
Gabriel Brnčić  ,Brnčić  ,,,,,,
Brenton Broadstock ,Broadstock ,,,,,,
Robert Broberg ,Broberg ,,,,,,
Howard Brockway ,Brockway ,,,,,,
Henri Brod ,Brod ,,,,,,
Oswald Brodin  ,Brodin  ,,,,,,
Roslyn Brogue ,Brogue ,,,,,,
Natanael Broman  ,Broman  ,,,,,,
Sten Broman  ,Broman  ,,,,,,
Gerhard Bronner ,Bronner ,,,,,,
Big Bill Broonzy ,Bill Broonzy ,,,,,,
Ingeborg von Bronsart ,von Bronsart ,,,,,,
Riccardo Broschi ,Broschi ,,,,,,
Sébastien de Brossard ,de Brossard ,,,,,,
Bruce Broughton ,Broughton ,,,,,,
Leo Brouwer ,Brouwer ,,,,,,
Margaret Brouwer ,Brouwer ,,,,,,
Earle Brown ,Brown ,,,,,,
James Francis Brown ,Francis Brown ,,,,,,
Nacio Herb Brown ,Herb Brown ,,,,,,
Augusta Browne ,Browne ,,,,,,
Harriet Browne ,Browne ,,,,,,
John Browne ,Browne ,,,,,,
Dave Brubeck ,Brubeck ,,,,,,
Rudolf Brucci ,Brucci ,,,,,,
David Bruce ,Bruce ,,,,,,
Max Bruch ,Bruch ,,,,,,
Arnold von Bruck ,von Bruck ,,,,,,
Gerard von Brucken Fock ,von Brucken Fock ,,,,,,
Anton Bruckner ,Bruckner ,,,,,,
Joan Brudieu ,Brudieu ,,,,,,
Nicolaus Bruhns ,Bruhns ,,,,,,
Theo Bruins ,Bruins ,,,,,,
Colin Brumby ,Brumby ,,,,,,
Antoine Brumel ,Brumel ,,,,,,
Albert E. Brumley ,E. Brumley ,,,,,,
Fritz Brun ,Brun ,,,,,,
Herbert Brün ,Brün ,,,,,,
Klaus Bruengel ,Bruengel ,,,,,,
Pablo Bruna ,Bruna ,,,,,,
Arnold Brunckhorst ,Brunckhorst ,,,,,,
Alfred Bruneau ,Bruneau ,,,,,,
Antonio Brunelli ,Brunelli ,,,,,,
Gaetano Brunetti ,Brunetti ,,,,,,
Karl Gottfried Brunotte ,Gottfried Brunotte ,,,,,,
Victor Bruns ,Bruns ,,,,,,
Elisabetta Brusa ,Brusa ,,,,,,
Bjarne Brustad ,Brustad ,,,,,,
Peter Bruun ,Bruun ,,,,,,
Joanna Bruzdowicz ,Bruzdowicz ,,,,,,
Steven Bryant ,Bryant ,,,,,,
Gavin Bryars ,Bryars ,,,,,,
Filipina Brzezinska-Szymanowska ,Brzezinska-Szymanowska ,,,,,,
Mark Bucci ,Bucci ,,,,,,
Dorothy Quita Buchanan ,Quita Buchanan ,,,,,,
Wolfram Buchenberg  ,Buchenberg  ,,,,,,
Hans Buchner ,Buchner ,,,,,,
Philipp Friedrich Buchner ,Friedrich Buchner ,,,,,,
Dudley Buck ,Buck ,,,,,,
Ole Buck ,Buck ,,,,,,
Boudewijn Buckinx ,Buckinx ,,,,,,
John Buckley ,Buckley ,,,,,,
Olivia Buckley ,Buckley ,,,,,,
Harold Budd ,Budd ,,,,,,
Margaret Buechner ,Buechner ,,,,,,
Eivind Buene ,Buene ,,,,,,
